senator,ticker,transaction_date,type,party,state,industry,sector,IQ_STATE,Committee Code,Rank Within Party,Party Code,Committee Seniority,Committee Period of Service,Committee_Name,Amount,count,SPY_Price,SPY_Price_30,Stock price,Stock price_30,Excess Return,Sus Trade_return,Sus trade_State,Time,Time2,Committee_Rank
"Perdue, David",GE,2/12/2016,Sale (Partial),Republican,GA,Consumer Electronics/Appliances,Energy,MA,308,9,200,3,2,Armed Services,8000.5,0,186.63,202.76,226.08,242.72,0.010995819,1,0,277,0,5
"Perdue, David",MSFT,2/12/2016,Sale (Partial),Republican,GA,Computer Software: Prepackaged Software,Technology,WA,308,9,200,3,2,Armed Services,8000.5,0,186.63,202.76,50.5,53.07,0.031125574,1,0,278,0,5
"Perdue, David",ADT,2/16/2016,Sale (Partial),Republican,GA,Diversified Commercial Services,Consumer Discretionary,FL,308,9,200,3,2,Armed Services,32500.5,0,189.78,204.63,0,0,,0,0,279,0,5
"Perdue, David",AAPL,2/16/2016,Purchase,Republican,GA,Computer Manufacturing,Technology,CA,308,9,200,3,2,Armed Services,8000.5,0,189.78,204.63,24.16,26.45,0.01653627,1,0,280,0,5
"Perdue, David",CHRW,2/16/2016,Sale (Partial),Republican,GA,Oil Refining/Marketing,Transportation,MN,308,9,200,3,2,Armed Services,8000.5,0,189.78,204.63,71.21,73.83,0.037083075,1,0,281,0,5
"Perdue, David",ADT,2/17/2016,Sale (Partial),Republican,GA,Diversified Commercial Services,Consumer Discretionary,FL,308,9,200,3,2,Armed Services,8000.5,0,192.88,204.38,0,0,,0,0,282,0,5
"Perdue, David",LYV,2/17/2016,Purchase,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services,CA,308,9,200,3,2,Armed Services,8000.5,0,192.88,204.38,20.32,22.65,0.055042791,1,0,283,0,5
"Perdue, David",MOS,2/17/2016,Purchase,Republican,GA,Agricultural Chemicals,Basic Industries,FL,308,9,200,3,2,Armed Services,8000.5,0,192.88,204.38,25.3,29.72,0.115080994,1,0,284,0,5
"Perdue, David",EPD,2/17/2016,Purchase,Republican,GA,Natural Gas Distribution,Public Utilities,TX,308,9,200,3,2,Armed Services,32500.5,0,192.88,204.38,23.1,25.5,0.044273541,1,0,285,0,5
"Perdue, David",SYY,2/17/2016,Sale (Partial),Republican,GA,Food Distributors,Consumer Non-Durables,TX,308,9,200,3,2,Armed Services,8000.5,0,192.88,204.38,44.38,46.63,0.008015538,1,0,286,0,5
"Perdue, David",ADT,2/18/2016,Sale (Partial),Republican,GA,Diversified Commercial Services,Consumer Discretionary,FL,308,9,200,3,2,Armed Services,32500.5,0,192.09,204.38,0,0,,0,0,287,0,5
"Perdue, David",ADT,2/19/2016,Sale (Partial),Republican,GA,Diversified Commercial Services,Consumer Discretionary,FL,308,9,200,3,2,Armed Services,8000.5,0,192,204.38,0,0,,0,0,288,0,5
"Perdue, David",GE,2/19/2016,Sale (Partial),Republican,GA,Consumer Electronics/Appliances,Energy,MA,308,9,200,3,2,Armed Services,8000.5,0,192,204.38,232.16,247.36,-0.000875459,0,0,289,0,5
"Perdue, David",ETP,2/22/2016,Purchase,Republican,GA,,,0,308,9,200,3,2,Armed Services,8000.5,0,194.78,203.2092,0,0,,0,0,290,0,5
"Perdue, David",GE,2/22/2016,Sale (Partial),Republican,GA,Consumer Electronics/Appliances,Energy,MA,308,9,200,3,2,Armed Services,32500.5,0,194.78,203.2092,235.28,248.56,-0.011947338,0,0,291,0,5
"Perdue, David",AAPL,2/23/2016,Purchase,Republican,GA,Computer Manufacturing,Technology,CA,308,9,200,3,2,Armed Services,8000.5,0,192.32,203.12,23.6725,26.4175,0.059800928,1,0,292,0,5
"Perdue, David",ADT,2/23/2016,Sale (Partial),Republican,GA,Diversified Commercial Services,Consumer Discretionary,FL,308,9,200,3,2,Armed Services,8000.5,0,192.32,203.12,0,0,,0,0,293,0,5
"Perdue, David",WFM,2/23/2016,Purchase,Republican,GA,,,TX,308,9,200,3,2,Armed Services,8000.5,0,192.32,203.12,0,0,,0,0,294,0,5
"Perdue, David",AAPL,2/25/2016,Purchase,Republican,GA,Computer Manufacturing,Technology,CA,308,9,200,3,2,Armed Services,8000.5,0,195.54,203.12,24.19,26.4175,0.053319058,1,0,295,0,5
"Perdue, David",AXP,2/25/2016,Sale (Full),Republican,GA,Finance: Consumer Services,Finance,NY,308,9,200,3,2,Armed Services,32500.5,0,195.54,203.12,55.39,60.47,-0.046690758,0,0,296,0,5
"Perdue, David",MA,2/25/2016,Purchase,Republican,GA,Business Services,Miscellaneous,NY,308,9,200,3,2,Armed Services,8000.5,0,195.54,203.12,87.42,91.91,0.012596797,1,0,297,0,5
"Perdue, David",WFC,2/25/2016,Purchase,Republican,GA,Major Banks,Finance,CA,308,9,200,3,2,Armed Services,32500.5,0,195.54,203.12,47.75,48.9,-0.014680678,0,0,298,0,5
"Perdue, David",GM,2/26/2016,Purchase,Republican,GA,Auto Manufacturing,Capital Goods,MI,308,9,200,3,2,Armed Services,8000.5,0,195.0892,203.12,29.63,30.96,0.003722179,1,0,299,0,5
"Perdue, David",HYH,2/29/2016,Purchase,Republican,GA,,,GA,308,9,200,3,2,Armed Services,8000.5,0,193.56,206.02,0,0,,0,1,300,0,5
"Perdue, David",CAB,3/1/2016,Sale (Partial),Republican,GA,,,0,308,9,200,3,2,Armed Services,8000.5,0,198.11,205.52,0.5504,0.5152,0.104377867,1,0,301,0,5
"Perdue, David",USG,3/2/2016,Purchase,Republican,GA,,,0,308,9,200,3,2,Armed Services,8000.5,0,199,206.92,3.109,3.1,-0.042693816,0,0,302,0,5
"Perdue, David",CAB,3/3/2016,Sale (Partial),Republican,GA,,,0,308,9,200,3,2,Armed Services,8000.5,0,199.775,206.92,0.544,0.5312,0.058626639,1,0,303,0,5
"Perdue, David",BAC,3/4/2016,Purchase,Republican,GA,Major Banks,Finance,NC,308,9,200,3,2,Armed Services,32500.5,0,200.43,206.92,13.54,13.56,-0.030903277,0,0,304,0,5
"Perdue, David",BAC,3/7/2016,Purchase,Republican,GA,Major Banks,Finance,NC,308,9,200,3,2,Armed Services,8000.5,0,200.59,206.42,13.53,13.27,-0.048280816,0,0,305,0,5
"Perdue, David",BAC,3/8/2016,Purchase,Republican,GA,Major Banks,Finance,NC,308,9,200,3,2,Armed Services,8000.5,0,198.4,203.95,13.06,12.85,-0.044053423,0,0,306,0,5
"Perdue, David",BAC,3/10/2016,Purchase,Republican,GA,Major Banks,Finance,NC,308,9,200,3,2,Armed Services,8000.5,0,199.54,204.4992,13.27,12.88,-0.054242763,0,0,307,0,5
"Perdue, David",BAC,3/11/2016,Purchase,Republican,GA,Major Banks,Finance,NC,308,9,200,3,2,Armed Services,8000.5,0,202.76,204.4992,13.79,12.88,-0.074567476,0,0,308,0,5
"Perdue, David",BAC,3/14/2016,Purchase,Republican,GA,Major Banks,Finance,NC,308,9,200,3,2,Armed Services,8000.5,0,202.5,208.0008,13.64,13.79,-0.016167377,0,0,309,0,5
"Perdue, David",BAC,3/15/2016,Purchase,Republican,GA,Major Banks,Finance,NC,308,9,200,3,2,Armed Services,8000.5,0,202.17,208.01,13.57,14.14,0.013117841,1,0,310,0,5
"Perdue, David",BAC,3/18/2016,Purchase,Republican,GA,Major Banks,Finance,NC,308,9,200,3,2,Armed Services,8000.5,0,204.38,207.78,13.79,14,-0.001407252,0,0,311,0,5
"Perdue, David",BAC,3/21/2016,Purchase,Republican,GA,Major Banks,Finance,NC,308,9,200,3,2,Armed Services,8000.5,0,204.67,210.1,13.84,14.93,0.052226713,1,0,312,0,5
"Perdue, David",MA,3/22/2016,Purchase,Republican,GA,Business Services,Miscellaneous,NY,308,9,200,3,2,Armed Services,8000.5,0,204.56,208.97,91.76,97.54,0.041431943,1,0,313,0,5
"Perdue, David",HAL,3/22/2016,Sale (Full),Republican,GA,Oilfield Services/Equipment,Energy,TX,308,9,200,3,2,Armed Services,32500.5,0,204.56,208.97,35.97,40.33,-0.0870046,0,0,314,0,5
"Perdue, David",QCOM,3/22/2016,Purchase,Republican,GA,Radio And Television Broadcasting And Communications Equipment,Technology,CA,308,9,200,3,2,Armed Services,8000.5,0,204.56,208.97,52.02,51.67,-0.028286648,0,0,315,0,5
"Perdue, David",BAC,3/28/2016,Purchase,Republican,GA,Major Banks,Finance,NC,308,9,200,3,2,Armed Services,8000.5,0,203.24,209.35,13.62,15.02,0.072727035,1,0,316,0,5
"Perdue, David",MMP,3/30/2016,Sale (Partial),Republican,GA,Natural Gas Distribution,Energy,0,308,9,200,3,2,Armed Services,32500.5,0,206.02,206.3308,0,0,,0,0,317,0,5
"Perdue, David",BAC,3/30/2016,Purchase,Republican,GA,Major Banks,Finance,NC,308,9,200,3,2,Armed Services,8000.5,0,206.02,206.3308,13.48,14.56,0.078610103,1,0,318,0,5
"Perdue, David",KN,3/31/2016,Purchase,Republican,GA,,,IL,308,9,200,3,2,Armed Services,8000.5,0,205.52,206.3308,13.18,13.37,0.010470667,1,0,319,0,5
"Perdue, David",AAN,4/4/2016,Sale (Full),Republican,GA,Diversified Commercial Services,Technology,GA,308,9,200,3,2,Armed Services,8000.5,0,206.25,205.01,0,0,,0,1,320,0,5
"Perdue, David",ADT,4/5/2016,Sale (Partial),Republican,GA,Diversified Commercial Services,Consumer Discretionary,FL,308,9,200,3,2,Armed Services,32500.5,0,204.1892,204.97,0,0,,0,0,321,0,5
"Perdue, David",BAC,4/7/2016,Purchase,Republican,GA,Major Banks,Finance,NC,308,9,200,3,2,Armed Services,8000.5,0,203.95,205.72,12.85,14.11,0.089375877,1,0,322,0,5
"Perdue, David",ADT,4/7/2016,Sale (Partial),Republican,GA,Diversified Commercial Services,Consumer Discretionary,FL,308,9,200,3,2,Armed Services,8000.5,0,203.95,205.72,0,0,,0,0,323,0,5
"Perdue, David",ADT,4/11/2016,Sale (Full),Republican,GA,Diversified Commercial Services,Consumer Discretionary,FL,308,9,200,3,2,Armed Services,32500.5,0,204.0201,206.5,0,0,,0,0,324,0,5
"Perdue, David",AM,4/11/2016,Purchase,Republican,GA,Natural Gas Distribution,Public Utilities,CO,308,9,200,3,2,Armed Services,8000.5,0,204.0201,206.5,0,0,,0,0,325,0,5
"Perdue, David",KO,4/11/2016,Sale (Partial),Republican,GA,Beverages (Production/Distribution),Consumer Non-Durables,GA,308,9,200,3,2,Armed Services,32500.5,0,204.0201,206.5,46.44,45.46,0.033566614,1,1,326,0,5
"Perdue, David",EPD,4/12/2016,Sale (Partial),Republican,GA,Natural Gas Distribution,Public Utilities,TX,308,9,200,3,2,Armed Services,32500.5,0,205.92,206.56,25.01,26.27,-0.044865083,0,0,327,0,5
"Perdue, David",BAC,4/14/2016,Purchase,Republican,GA,Major Banks,Finance,NC,308,9,200,3,2,Armed Services,8000.5,0,208.01,204.76,14.14,13.88,-0.002763304,0,0,328,0,5
"Perdue, David",GM,4/14/2016,Purchase,Republican,GA,Auto Manufacturing,Capital Goods,MI,308,9,200,3,2,Armed Services,8000.5,0,208.01,204.76,30.72,30.52,0.009113832,1,0,329,0,5
"Perdue, David",BAC,4/15/2016,Purchase,Republican,GA,Major Banks,Finance,NC,308,9,200,3,2,Armed Services,8000.5,0,207.78,204.76,14,13.88,0.005963175,1,0,330,0,5
"Perdue, David",BAC,4/18/2016,Purchase,Republican,GA,Major Banks,Finance,NC,308,9,200,3,2,Armed Services,8000.5,0,209.2392,204.91,14.17,14.69,0.057387443,1,0,331,0,5
"Perdue, David",TRGP,4/20/2016,Purchase,Republican,GA,Natural Gas Distribution,Public Utilities,TX,308,9,200,3,2,Armed Services,8000.5,0,210.1,205.49,37.79,44.1,0.188917323,1,0,332,0,5
"Perdue, David",DPM,4/21/2016,Purchase,Republican,GA,,,ON,308,9,200,3,2,Armed Services,8000.5,0,208.97,205.49,2.59,3.06,0.19812029,1,0,333,0,5
"Perdue, David",PAA,4/21/2016,Purchase,Republican,GA,Natural Gas Distribution,Energy,TX,308,9,200,3,2,Armed Services,8000.5,0,208.97,205.49,24.48,24.99,0.037486441,1,0,334,0,5
"Perdue, David",LYV,4/22/2016,Purchase,Republican,GA,Services-Misc. Amusement & Recreation,Consumer Services,CA,308,9,200,3,2,Armed Services,8000.5,0,208.97,205.49,21.77,22.99,0.072693531,1,0,335,0,5
"Perdue, David",MPLX,4/22/2016,Purchase,Republican,GA,Natural Gas Distribution,Energy,OH,308,9,200,3,2,Armed Services,8000.5,0,208.97,205.49,33.08,33.17,0.019373785,1,0,336,0,5
"Perdue, David",AAPL,4/26/2016,Purchase,Republican,GA,Computer Manufacturing,Technology,CA,308,9,200,3,2,Armed Services,8000.5,0,208.9192,209.34,26.0875,25.1025,-0.039771723,0,0,337,0,5
"Perdue, David",AAPL,4/27/2016,Purchase,Republican,GA,Computer Manufacturing,Technology,CA,308,9,200,3,2,Armed Services,8000.5,0,209.35,210.24,24.455,25.0875,0.021612578,1,0,338,0,5
"Perdue, David",WPZ,5/2/2016,Sale (Partial),Republican,GA,,,BC,308,9,200,3,2,Armed Services,8000.5,0,207.97,210.27,0,0,,0,0,339,0,5
"Perdue, David",FE,5/5/2016,Purchase,Republican,GA,Electric Utilities: Central,Public Utilities,OH,308,9,200,3,2,Armed Services,8000.5,0,204.97,210.28,33.51,33.82,-0.01665526,0,0,340,0,5
"Perdue, David",WBA,5/5/2016,Purchase,Republican,GA,Medical/Nursing Services,Health Care,IL,308,9,200,3,2,Armed Services,8000.5,0,204.97,210.28,81.46,78.68,-0.060033409,0,0,341,0,5
"Perdue, David",COST,5/5/2016,Purchase,Republican,GA,Department/Specialty Retail Stores,Consumer Services,WA,308,9,200,3,2,Armed Services,8000.5,0,204.97,210.28,147.84,151.71,0.000270718,1,0,342,0,5
"Perdue, David",HON,5/5/2016,Purchase,Republican,GA,Aerospace,Capital Goods,NC,308,9,200,3,2,Armed Services,32500.5,0,204.97,210.28,113.62,114.79,-0.015608747,0,0,343,0,5
"Perdue, David",SBUX,5/5/2016,Purchase,Republican,GA,Restaurants,Consumer Services,WA,308,9,200,3,2,Armed Services,8000.5,0,204.97,210.28,56.25,54.61,-0.055061786,0,0,344,0,5
"Perdue, David",MYL,5/6/2016,Purchase,Republican,GA,,,PA,308,9,200,3,2,Armed Services,32500.5,0,205.72,210.28,0,0,,0,0,345,0,5
"Perdue, David",NKE,5/16/2016,Purchase,Republican,GA,Shoe Manufacturing,Consumer Non-Durables,OR,308,9,200,3,2,Armed Services,8000.5,0,206.78,207.75,57.14,54.31,-0.054218452,0,0,346,0,5
"Perdue, David",SBUX,5/16/2016,Purchase,Republican,GA,Restaurants,Consumer Services,WA,308,9,200,3,2,Armed Services,8000.5,0,206.78,207.75,55.53,55.35,-0.007932467,0,0,347,0,5
"Perdue, David",DISCA,5/18/2016,Purchase,Republican,GA,Television Services,Consumer Services,NY,308,9,200,3,2,Armed Services,8000.5,0,204.91,206.52,0,0,,0,0,348,0,5
"Perdue, David",WFM,5/20/2016,Purchase,Republican,GA,,,TX,308,9,200,3,2,Armed Services,8000.5,0,205.49,206.52,0,0,,0,0,349,0,5
"Perdue, David",AXLL,6/13/2016,Sale (Partial),Republican,GA,,,GA,308,9,200,3,2,Armed Services,8000.5,0,208.4492,214.92,0,0,,0,1,350,0,5
"Perdue, David",SHPG,6/13/2016,Sale (Full),Republican,GA,,,0,308,9,200,3,2,Armed Services,8000.5,0,208.4492,214.92,0,0,,0,0,351,0,5
"Perdue, David",BAC,6/20/2016,Purchase,Republican,GA,Major Banks,Finance,NC,308,9,200,3,2,Armed Services,8000.5,0,207.85,217.085,13.54,14.4,0.019084429,1,0,352,0,5
"Perdue, David",AXLL,6/21/2016,Sale (Partial),Republican,GA,,,GA,308,9,200,3,2,Armed Services,8000.5,0,208.44,216.265,0,0,,0,1,353,0,5
"Perdue, David",AXLL,6/22/2016,Sale (Partial),Republican,GA,,,GA,308,9,200,3,2,Armed Services,8000.5,0,208.1,217.24,0,0,,0,1,354,0,5
"Perdue, David",HYH,6/23/2016,Sale (Partial),Republican,GA,,,GA,308,9,200,3,2,Armed Services,8000.5,0,210.81,217.24,0,0,,0,1,355,0,5
"Perdue, David",WLK,6/23/2016,Purchase,Republican,GA,Major Chemicals,Basic Industries,TX,308,9,200,3,2,Armed Services,8000.5,0,210.81,217.24,44.72,45.36,-0.016190129,0,0,356,0,5
"Perdue, David",AXLL,6/24/2016,Sale (Partial),Republican,GA,,,GA,308,9,200,3,2,Armed Services,8000.5,0,203.13,217.24,0,0,,0,1,357,0,5
"Perdue, David",FEYE,6/24/2016,Purchase,Republican,GA,Computer peripheral equipment,Technology,VA,308,9,200,3,2,Armed Services,8000.5,0,203.13,217.24,0,0,,0,0,358,0,5
"Perdue, David",AXLL,6/27/2016,Sale (Partial),Republican,GA,,,GA,308,9,200,3,2,Armed Services,8000.5,0,199.6,216.52,0,0,,0,1,359,0,5
"Perdue, David",FEYE,6/27/2016,Purchase,Republican,GA,Computer peripheral equipment,Technology,VA,308,9,200,3,2,Armed Services,8000.5,0,199.6,216.52,0,0,,0,0,360,0,5
"Perdue, David",BAC,6/27/2016,Purchase,Republican,GA,Major Banks,Finance,NC,308,9,200,3,2,Armed Services,8000.5,0,199.6,216.52,12.18,14.63,0.116379886,1,0,361,0,5
"Perdue, David",NKE,6/27/2016,Purchase,Republican,GA,Shoe Manufacturing,Consumer Non-Durables,OR,308,9,200,3,2,Armed Services,32500.5,0,199.6,216.52,51.89,55.79,-0.009610549,0,0,362,0,5
"Perdue, David",SE,6/27/2016,Sale (Partial),Republican,GA,Other Consumer Services,Consumer Services,0,308,9,200,3,2,Armed Services,32500.5,0,199.6,216.52,0,0,,0,0,363,0,5
"Perdue, David",AXLL,6/28/2016,Sale (Partial),Republican,GA,,,GA,308,9,200,3,2,Armed Services,8000.5,0,203.1997,216.77,0,0,,0,1,364,0,5
"Perdue, David",FEYE,6/28/2016,Purchase,Republican,GA,Computer peripheral equipment,Technology,VA,308,9,200,3,2,Armed Services,8000.5,0,203.1997,216.77,0,0,,0,0,365,0,5
"Perdue, David",WLK,6/28/2016,Purchase,Republican,GA,Major Chemicals,Basic Industries,TX,308,9,200,3,2,Armed Services,8000.5,0,203.1997,216.77,40.51,46.65,0.084784443,1,0,366,0,5
"Perdue, David",DISCA,6/29/2016,Purchase,Republican,GA,Television Services,Consumer Services,NY,308,9,200,3,2,Armed Services,8000.5,0,206.66,217.12,0,0,,0,0,367,0,5
"Perdue, David",FEYE,6/29/2016,Purchase,Republican,GA,Computer peripheral equipment,Technology,VA,308,9,200,3,2,Armed Services,8000.5,0,206.66,217.12,0,0,,0,0,368,0,5
"Perdue, David",WLK,6/29/2016,Purchase,Republican,GA,Major Chemicals,Basic Industries,TX,308,9,200,3,2,Armed Services,8000.5,0,206.66,217.12,42.09,45.74,0.0361044,1,0,369,0,5
"Perdue, David",FEYE,6/30/2016,Purchase,Republican,GA,Computer peripheral equipment,Technology,VA,308,9,200,3,2,Armed Services,8000.5,0,209.475,217.12,0,0,,0,0,370,0,5
"Perdue, David",AXLL,7/6/2016,Sale (Partial),Republican,GA,,,GA,308,9,200,3,2,Armed Services,8000.5,0,209.66,218.18,0,0,,0,1,371,0,5
"Perdue, David",MPLX,7/6/2016,Sale (Partial),Republican,GA,Natural Gas Distribution,Energy,OH,308,9,200,3,2,Armed Services,75000.5,0,209.66,218.18,31.6,32.65,0.00689106,1,0,372,0,5
"Perdue, David",ETP,7/6/2016,Purchase,Republican,GA,,,0,308,9,200,3,2,Armed Services,75000.5,0,209.66,218.18,0,0,,0,0,373,0,5
"Perdue, David",AXLL,7/7/2016,Sale (Partial),Republican,GA,,,GA,308,9,200,3,2,Armed Services,8000.5,0,209.526,218.18,0,0,,0,1,374,0,5
"Perdue, David",DISCA,7/8/2016,Purchase,Republican,GA,Television Services,Consumer Services,NY,308,9,200,3,2,Armed Services,8000.5,0,212.65,218.18,0,0,,0,0,375,0,5
"Perdue, David",HYH,7/11/2016,Sale (Partial),Republican,GA,,,GA,308,9,200,3,2,Armed Services,8000.5,0,213.4,217.64,0,0,,0,1,376,0,5
"Perdue, David",FEYE,7/12/2016,Purchase,Republican,GA,Computer peripheral equipment,Technology,VA,308,9,200,3,2,Armed Services,8000.5,0,214.95,218.65,0,0,,0,0,377,0,5
"Perdue, David",DISCA,7/12/2016,Purchase,Republican,GA,Television Services,Consumer Services,NY,308,9,200,3,2,Armed Services,8000.5,0,214.95,218.65,0,0,,0,0,378,0,5
"Perdue, David",FEYE,7/13/2016,Purchase,Republican,GA,Computer peripheral equipment,Technology,VA,308,9,200,3,2,Armed Services,8000.5,0,214.92,218.46,0,0,,0,0,379,0,5
"Perdue, David",AXLL,7/13/2016,Sale (Full),Republican,GA,,,GA,308,9,200,3,2,Armed Services,8000.5,0,214.92,218.46,0,0,,0,1,380,0,5
"Perdue, David",FEYE,7/14/2016,Purchase,Republican,GA,Computer peripheral equipment,Technology,VA,308,9,200,3,2,Armed Services,8000.5,0,216.12,218.46,0,0,,0,0,381,0,5
"Perdue, David",HYH,7/14/2016,Sale (Partial),Republican,GA,,,GA,308,9,200,3,2,Armed Services,8000.5,0,216.12,218.46,0,0,,0,1,382,0,5
"Perdue, David",AM,7/15/2016,Sale (Partial),Republican,GA,Natural Gas Distribution,Public Utilities,CO,308,9,200,3,2,Armed Services,8000.5,0,215.83,218.46,0,0,,0,0,383,0,5
"Perdue, David",FEYE,7/15/2016,Purchase,Republican,GA,Computer peripheral equipment,Technology,VA,308,9,200,3,2,Armed Services,8000.5,0,215.83,218.46,0,0,,0,0,384,0,5
"Perdue, David",PAA,7/15/2016,Purchase,Republican,GA,Natural Gas Distribution,Energy,TX,308,9,200,3,2,Armed Services,8000.5,0,215.83,218.46,29,29.15,-0.007013103,0,0,385,0,5
"Perdue, David",FEYE,7/18/2016,Purchase,Republican,GA,Computer peripheral equipment,Technology,VA,308,9,200,3,2,Armed Services,8000.5,0,216.4092,218.37,0,0,,0,0,386,0,5
"Perdue, David",WLK,7/18/2016,Purchase,Republican,GA,Major Chemicals,Basic Industries,TX,308,9,200,3,2,Armed Services,8000.5,0,216.4092,218.37,45.16,48.18,0.057812726,1,0,387,0,5
"Perdue, David",FEYE,7/19/2016,Purchase,Republican,GA,Computer peripheral equipment,Technology,VA,308,9,200,3,2,Armed Services,8000.5,0,216.19,218.86,0,0,,0,0,388,0,5
"Perdue, David",FEYE,7/21/2016,Purchase,Republican,GA,Computer peripheral equipment,Technology,VA,308,9,200,3,2,Armed Services,8000.5,0,216.265,218.54,0,0,,0,0,389,0,5
"Perdue, David",GM,7/21/2016,Purchase,Republican,GA,Auto Manufacturing,Capital Goods,MI,308,9,200,3,2,Armed Services,8000.5,0,216.265,218.54,32.03,31.83,-0.016763648,0,0,390,0,5
"Perdue, David",HYH,7/22/2016,Sale (Partial),Republican,GA,,,GA,308,9,200,3,2,Armed Services,8000.5,0,217.24,218.54,0,0,,0,1,391,0,5
"Perdue, David",HYH,7/25/2016,Sale (Partial),Republican,GA,,,GA,308,9,200,3,2,Armed Services,8000.5,0,216.65,217.85,0,0,,0,1,392,0,5
"Perdue, David",WLK,7/26/2016,Purchase,Republican,GA,Major Chemicals,Basic Industries,TX,308,9,200,3,2,Armed Services,8000.5,0,216.75,217.7,45.75,51.54,0.122174447,1,0,393,0,5
"Perdue, David",ENTG,7/27/2016,Sale (Partial),Republican,GA,Plastic Products,Consumer Non-Durables,MA,308,9,200,3,2,Armed Services,8000.5,0,216.52,217.29,16.95,17.37,-0.020635969,0,0,394,0,5
"Perdue, David",HYH,7/29/2016,Sale (Partial),Republican,GA,,,GA,308,9,200,3,2,Armed Services,8000.5,0,217.12,217.29,0,0,,0,1,395,0,5
"Perdue, David",WLK,7/29/2016,Purchase,Republican,GA,Major Chemicals,Basic Industries,TX,308,9,200,3,2,Armed Services,8000.5,0,217.12,217.29,45.74,51.24,0.119461885,1,0,396,0,5
"Perdue, David",FEYE,8/1/2016,Purchase,Republican,GA,Computer peripheral equipment,Technology,VA,308,9,200,3,2,Armed Services,8000.5,0,216.94,217.38,0,0,,0,0,397,0,5
"Perdue, David",WFM,8/1/2016,Purchase,Republican,GA,,,TX,308,9,200,3,2,Armed Services,8000.5,0,216.94,217.38,0,0,,0,0,398,0,5
"Perdue, David",HYH,8/3/2016,Sale (Partial),Republican,GA,,,GA,308,9,200,3,2,Armed Services,8000.5,0,216.18,218.37,0,0,,0,1,399,0,5
"Perdue, David",FEYE,8/4/2016,Purchase,Republican,GA,Computer peripheral equipment,Technology,VA,308,9,200,3,2,Armed Services,8000.5,0,216.4097,218.37,0,0,,0,0,400,0,5
"Perdue, David",FOXA,8/4/2016,Purchase,Republican,GA,Broadcasting,Consumer Services,NY,308,9,200,3,2,Armed Services,32500.5,0,216.4097,218.37,0,0,,0,0,401,0,5
"Perdue, David",FEYE,8/5/2016,Purchase,Republican,GA,Computer peripheral equipment,Technology,VA,308,9,200,3,2,Armed Services,32500.5,0,218.18,218.37,0,0,,0,0,402,0,5
"Perdue, David",FEYE,8/8/2016,Purchase,Republican,GA,Computer peripheral equipment,Technology,VA,308,9,200,3,2,Armed Services,8000.5,0,218.05,219.01,0,0,,0,0,403,0,5
"Perdue, David",FEYE,8/9/2016,Purchase,Republican,GA,Computer peripheral equipment,Technology,VA,308,9,200,3,2,Armed Services,8000.5,0,218.18,218.51,0,0,,0,0,404,0,5
"Perdue, David",FEYE,8/10/2016,Purchase,Republican,GA,Computer peripheral equipment,Technology,VA,308,9,200,3,2,Armed Services,8000.5,0,217.64,213.28,0,0,,0,0,405,0,5
"Perdue, David",BMY,8/11/2016,Purchase,Republican,GA,Major Pharmaceuticals,Health Care,NY,308,9,200,3,2,Armed Services,8000.5,0,218.65,213.28,60.97,55.66,-0.062532214,0,0,406,0,5
"Perdue, David",WPZ,8/11/2016,Sale (Partial),Republican,GA,,,BC,308,9,200,3,2,Armed Services,8000.5,0,218.65,213.28,0,0,,0,0,407,0,5
"Perdue, David",FEYE,8/15/2016,Purchase,Republican,GA,Computer peripheral equipment,Technology,VA,308,9,200,3,2,Armed Services,8000.5,0,219.09,213.15,0,0,,0,0,408,0,5
"Perdue, David",EXR,8/16/2016,Purchase,Republican,GA,Real Estate Investment Trusts,Real Estate,UT,308,9,200,3,2,Armed Services,32500.5,0,217.96,215.28,82.56,77.76,-0.045843701,0,0,409,0,5
"Perdue, David",FE,8/16/2016,Sale (Full),Republican,GA,Electric Utilities: Central,Public Utilities,OH,308,9,200,3,2,Armed Services,8000.5,0,217.96,215.28,32.42,32.84,-0.025238185,0,0,410,0,5
"Perdue, David",HYH,8/22/2016,Sale (Partial),Republican,GA,,,GA,308,9,200,3,2,Armed Services,8000.5,0,218.53,215.82,0,0,,0,1,411,0,5
"Perdue, David",HYH,8/23/2016,Sale (Full),Republican,GA,,,GA,308,9,200,3,2,Armed Services,8000.5,0,218.97,217.18,0,0,,0,1,412,0,5
"Perdue, David",BAX,8/25/2016,Sale (Partial),Republican,GA,Medical/Dental Instruments,Health Care,IL,308,9,200,3,2,Armed Services,8000.5,0,217.7,215.99,47.1,47.49,-0.016129288,0,0,413,0,5
"Perdue, David",BAX,8/26/2016,Sale (Partial),Republican,GA,Medical/Dental Instruments,Health Care,IL,308,9,200,3,2,Armed Services,8000.5,0,217.29,215.99,47.18,47.49,-0.012546487,0,0,414,0,5
"Perdue, David",BAX,8/30/2016,Sale (Partial),Republican,GA,Medical/Dental Instruments,Health Care,IL,308,9,200,3,2,Armed Services,8000.5,0,218,214.68,46.89,46.92,-0.016104264,0,0,415,0,5
"Perdue, David",USG,9/1/2016,Purchase,Republican,GA,,,0,308,9,200,3,2,Armed Services,8000.5,0,217.39,216.3,3.095,2.984,-0.030850267,0,0,416,0,5
